Quarter,الشهر,الربع السنوي,Description,Item_id2,HeaderField_Id,Title,العنوان,Quarter_Number,Month,Type,الوصف,Year,Value,Month_Number,Item_id,النوع
"Third Quarter","أغسطس","الربع الثالث","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Industrial Buildings","إضافات وتعديلات","2021","9112.37","8","6719","مباني صناعية"
"Third Quarter","أغسطس","الربع الثالث","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Industrial Buildings","بناء جديد","2021","1458.36","8","6719","مباني صناعية"
"Third Quarter","أغسطس","الربع الثالث","---","370480","8902","Number","العدد","3","August","Public Buildings","إضافات وتعديلات","2021","198","8","6720","مباني عامة"
"Third Quarter","أغسطس","الربع الثالث","---","370480","8903","Number","العدد","3","August","Public Buildings","بناء جديد","2021","10","8","6720","مباني عامة"
"Third Quarter","أغسطس","الربع الثالث","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Public Buildings","إضافات وتعديلات","2021","18808.01","8","6721","مباني عامة"
"Third Quarter","أغسطس","الربع الثالث","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Public Buildings","بناء جديد","2021","13003.83","8","6721","مباني عامة"
"Third Quarter","أغسطس","الربع الثالث","---","370481","8902","Number","العدد","3","August","Multi-Storey Buildings","إضافات وتعديلات","2021","360","8","6722","مباني متعددة الطوابق"
"Third Quarter","أغسطس","الربع الثالث","---","370481","8903","Number","العدد","3","August","Multi-Storey Buildings","بناء جديد","2021","12","8","6722","مباني متعددة الطوابق"
"Third Quarter","أغسطس","الربع الثالث","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Multi-Storey Buildings","إضافات وتعديلات","2021","3295.14","8","6723","مباني متعددة الطوابق"
"Third Quarter","أغسطس","الربع الثالث","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Multi-Storey Buildings","بناء جديد","2021","510642.21","8","6723","مباني متعددة الطوابق"
"Third Quarter","سبتمبر","الربع الثالث","---","370477","8902","Number","العدد","3","September","Private Villa","إضافات وتعديلات","2021","910","9","6714","فلل خاصة"
"Third Quarter","سبتمبر","الربع الثالث","---","370477","8903","Number","العدد","3","September","Private Villa","بناء جديد","2021","120","9","6714","فلل خاصة"
"Third Quarter","سبتمبر","الربع الثالث","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","3","September","Private Villa","إضافات وتعديلات","2021","14055.16","9","6715","فلل خاصة"
"Third Quarter","سبتمبر","الربع الثالث","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","3","September","Private Villa","بناء جديد","2021","79867.53","9","6715","فلل خاصة"
"Third Quarter","سبتمبر","الربع الثالث","---","370478","8902","Number","العدد","3","September","Investment Villa","إضافات وتعديلات","2021","116","9","6716","فلل إستثمارية"
"Third Quarter","سبتمبر","الربع الثالث","---","370478","8903","Number","العدد","3","September","Investment Villa","بناء جديد","2021","5","9","6716","فلل إستثمارية"
"Third Quarter","سبتمبر","الربع الثالث","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","3","September","Investment Villa","إضافات وتعديلات","2021","311.99","9","6717","فلل إستثمارية"
"Third Quarter","سبتمبر","الربع الثالث","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","3","September","Investment Villa","بناء جديد","2021","17147.05","9","6717","فلل إستثمارية"
"Third Quarter","سبتمبر","الربع الثالث","---","370479","8902","Number","العدد","3","September","Industrial Buildings","إضافات وتعديلات","2021","159","9","6718","مباني صناعية"
"Third Quarter","سبتمبر","الربع الثالث","---","370479","8903","Number","العدد","3","September","Industrial Buildings","بناء جديد","2021","7","9","6718","مباني صناعية"
"Third Quarter","سبتمبر","الربع الثالث","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","3","September","Industrial Buildings","إضافات وتعديلات","2021","4729.94","9","6719","مباني صناعية"
"Third Quarter","سبتمبر","الربع الثالث","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","3","September","Industrial Buildings","بناء جديد","2021","15849.28","9","6719","مباني صناعية"
"Third Quarter","سبتمبر","الربع الثالث","---","370480","8902","Number","العدد","3","September","Public Buildings","إضافات وتعديلات","2021","204","9","6720","مباني عامة"
"Third Quarter","سبتمبر","الربع الثالث","---","370480","8903","Number","العدد","3","September","Public Buildings","بناء جديد","2021","8","9","6720","مباني عامة"
"Third Quarter","سبتمبر","الربع الثالث","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","3","September","Public Buildings","إضافات وتعديلات","2021","9098.85","9","6721","مباني عامة"
"Third Quarter","سبتمبر","الربع الثالث","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","3","September","Public Buildings","بناء جديد","2021","19513.14","9","6721","مباني عامة"
"Third Quarter","سبتمبر","الربع الثالث","---","370481","8902","Number","العدد","3","September","Multi-Storey Buildings","إضافات وتعديلات","2021","420","9","6722","مباني متعددة الطوابق"
"Third Quarter","سبتمبر","الربع الثالث","---","370481","8903","Number","العدد","3","September","Multi-Storey Buildings","بناء جديد","2021","8","9","6722","مباني متعددة الطوابق"
"Third Quarter","سبتمبر","الربع الثالث","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","3","September","Multi-Storey Buildings","إضافات وتعديلات","2021","36075.2","9","6723","مباني متعددة الطوابق"
"Third Quarter","سبتمبر","الربع الثالث","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","3","September","Multi-Storey Buildings","بناء جديد","2021","21854","9","6723","مباني متعددة الطوابق"
"Fourth Quarter","أكتوبر","الربع الرابع","---","370477","8902","Number","العدد","4","October","Private Villa","إضافات وتعديلات","2021","801","10","6714","فلل خاصة"
"Fourth Quarter","أكتوبر","الربع الرابع","---","370477","8903","Number","العدد","4","October","Private Villa","بناء جديد","2021","98","10","6714","فلل خاصة"
"Fourth Quarter","أكتوبر","الربع الرابع","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","4","October","Private Villa","إضافات وتعديلات","2021","15745.43","10","6715","فلل خاصة"
"Fourth Quarter","أكتوبر","الربع الرابع","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","4","October","Private Villa","بناء جديد","2021","69895.46","10","6715","فلل خاصة"
